unity,bandes,services,renvoie_specifique,text_renvoie_specifique,renvoie_global,text_renvoie_global,observation
KHz,4750-4800-KHz,FIXE,,,,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR.
KHz,4750-4800-KHz,MOBILE AÉRONAUTIQUE (OR),,,,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR.
KHz,4750-4800-KHz,MOBILE TERRESTRE,,,,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR.
KHz,4750-4800-KHz,RADIODIFFUSION,5.113,"Pour les conditions d'emploi des bandes 2 300-2 495 kHz (2 498 kHz en Région 1), 3 200-3 400 kHz, 4 750-4 995 kHz et 5 005-5 060 kHz par le service de radiodiffusion, voir les numéros 5.16 à 5.20, 5.21 et 23.3 à 23.10.",,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR.
KHz,4800-4840-KHz,FIXE,,,,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR.
KHz,4800-4840-KHz,MOBILE AÉRONAUTIQUE (OR),,,,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR.
KHz,4800-4840-KHz,MOBILE TERRESTRE,,,,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR.
KHz,4800-4840-KHz,RADIODIFFUSION,5.113,"Pour les conditions d'emploi des bandes 2 300-2 495 kHz (2 498 kHz en Région 1), 3 200-3 400 kHz, 4 750-4 995 kHz et 5 005-5 060 kHz par le service de radiodiffusion, voir les numéros 5.16 à 5.20, 5.21 et 23.3 à 23.10.",,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR.
KHz,4840-4850-KHz,FIXE,,,,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR.
KHz,4840-4850-KHz,MOBILE AÉRONAUTIQUE (OR),,,,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR.
KHz,4840-4850-KHz,MOBILE TERRESTRE,,,,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR.
KHz,4840-4850-KHz,RADIODIFFUSION,5.113,"Pour les conditions d'emploi des bandes 2 300-2 495 kHz (2 498 kHz en Région 1), 3 200-3 400 kHz, 4 750-4 995 kHz et 5 005-5 060 kHz par le service de radiodiffusion, voir les numéros 5.16 à 5.20, 5.21 et 23.3 à 23.10.",,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR.
KHz,COTE D’IVOIRE-KHz,COTE D’IVOIRE,,,,,OBSERVATIONS
KHz,BANDES-KHz,SERVICES,,,,,OBSERVATIONS
KHz,4850-4920-KHz,FIXE,,,,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. (Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR).
KHz,4850-4920-KHz,MOBILE TERRESTRE,,,,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. (Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR).
KHz,4850-4920-KHz,RADIODIFFUSION,5.113,"Pour les conditions d'emploi des bandes 2 300-2 495 kHz (2 498 kHz en Région 1), 3 200-3 400 kHz, 4 750-4 995 kHz et 5 005-5 060 kHz par le service de radiodiffusion, voir les numéros 5.16 à 5.20, 5.21 et 23.3 à 23.10.",,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. (Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR).
KHz,4920-4940-KHz,FIXE,,,,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. (Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR).
KHz,4920-4940-KHz,MOBILE TERRESTRE,,,,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. (Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR).
KHz,4920-4940-KHz,RADIODIFFUSION,5.113,"Pour les conditions d'emploi des bandes 2 300-2 495 kHz (2 498 kHz en Région 1), 3 200-3 400 kHz, 4 750-4 995 kHz et 5 005-5 060 kHz par le service de radiodiffusion, voir les numéros 5.16 à 5.20, 5.21 et 23.3 à 23.10.",,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. (Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR).
KHz,4940-4995-KHz,FIXE,,,,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. (Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR).
KHz,4940-4995-KHz,MOBILE TERRESTRE,,,,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. (Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR).
KHz,4940-4995-KHz,RADIODIFFUSION,5.113,"Pour les conditions d'emploi des bandes 2 300-2 495 kHz (2 498 kHz en Région 1), 3 200-3 400 kHz, 4 750-4 995 kHz et 5 005-5 060 kHz par le service de radiodiffusion, voir les numéros 5.16 à 5.20, 5.21 et 23.3 à 23.10.",,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. (Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR).
KHz,4995-5003-KHz,FRÉQUENCES ÉTALON ET SIGNAUX HORAIRES (,,,,,Application de l’Article 26 du RR.
KHz,CÔTE D’IVOIRE-KHz,CÔTE D’IVOIRE,,,,,OBSERVATIONS
KHz,BANDES-KHz,SERVICES,,,,,OBSERVATIONS
KHz,5003-5005-KHz,FRÉQUENCES ÉTALON ET SIGNAUX HORAIRES,,,,,Application de l’Article 26 du RR.
KHz,5003-5005-KHz,Recherche spatiale,,,,,Application de l’Article 26 du RR.
KHz,5005-5060-KHz,FIXE,,,,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. (Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR).
KHz,5005-5060-KHz,RADIODIFFUSION,5.113,"Pour les conditions d'emploi des bandes 2 300-2 495 kHz (2 498 kHz en Région 1), 3 200-3 400 kHz, 4 750-4 995 kHz et 5 005-5 060 kHz par le service de radiodiffusion, voir les numéros 5.16 à 5.20, 5.21 et 23.3 à 23.10.",,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. (Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR).
KHz,5060-5200-KHz,FIXE,,,,,
KHz,5060-5200-KHz,Mobile sauf mobile aéronautique,,,,,
KHz,5200-5250-KHz,FIXE,,,,,
KHz,5200-5250-KHz,Mobile sauf mobile aéronautique,,,,,
KHz,5250-5275-KHz,FIXE,,,,,
KHz,5250-5275-KHz,MOBILE sauf mobile aéronautique,,,,,
KHz,5250-5275-KHz,Radiolocalisation,5.132A,Les stations du service de radiolocalisation ne doivent pas causer de brouillages préjudiciables aux stations fonctionnant dans les services fixe ou mobile ni demander à être protégées vis-à-vis de ces stations. Les applications du service de radiolocalisation sont limitées aux radars océanographiques exploités conformément à la Résolution 612 (Rév.CMR-12). (CMR-12),,,
KHz,"5275-5351,5-KHz",FIXE,,,,,
KHz,"5275-5351,5-KHz",MOBILE sauf mobile aéronautique,,,,,
KHz,"5351,5-5366,5-KHz",FIXE,,,,,
KHz,"5351,5-5366,5-KHz",MOBILE sauf mobile aéronautique Amateur,5.133B,"La puissance rayonnée maximale des stations du service d'amateur fonctionnant dans la bande de fréquences 5 351,5-5 366,5 kHz ne doit pas dépasser 15 W (p.i.r.e.). Toutefois, en Région 2 au Mexique, la puissance rayonnée maximale des stations du service d'amateur fonctionnant dans la bande de fréquences 5 351,5-5 366,5 kHz ne doit pas dépasser 20 W (p.i.r.e.). Dans les pays suivants de la Région 2: Antigua-et-Barbuda, Argentine, Bahamas, Barbade, Belize, Bolivie, Brésil, Chili, Colombie, Costa Rica, Cuba, Dominicaine (Rép.), Dominique, El Salvador, Equateur, Grenade, Guatemala, Guyana, Haïti, Honduras, Jamaïque, Nicaragua, Panama, Paraguay, Pérou, Sainte-Lucie, Saint-Kitts-et-Nevis, Saint-Vincent-et-les-Grenadines, Suriname, Trinité-et-Tobago,Uruguay, Venezuela, ainsi que les Territoires d'outre-mer des Pays-Bas en Région 2, la puissance rayonnée maximale des stations du service d'amateur fonctionnant dans la bande de fréquences 5351,5-5366,5kHz ne doit pas dépasser 25W (p.i.r.e.). (CMR-15)",,,
KHz,"5366,5-5450-KHz",FIXE,,,,,
KHz,"5366,5-5450-KHz",MOBILE sauf mobile aéronautique,,,,,
KHz,CÔTE D’IVOIRE-KHz,CÔTE D’IVOIRE,,,,,OBSERVATIONS
KHz,BANDES-KHz,SERVICES,,,,,OBSERVATIONS
KHz,5450-5480-KHz,FIXE,,,,,
KHz,5450-5480-KHz,MOBILE AÉRONAUTIQUE (OR),,,,,
KHz,5450-5480-KHz,MOBILE TERRESTRE,,,,,
KHz,5480-5680-KHz,MOBILE AÉRONAUTIQUE(R),,,5.111,"Les fréquences porteuses 2 182 kHz, 3 023 kHz, 5 680 kHz et 8 364 kHz, ainsi que les fréquences 121,5 MHz, 156,525 MHz, 156,8 MHz et 243 MHz peuvent, de plus, être utilisées, conformément aux procédures en vigueur pour les services de radiocommunication de Terre, pour les opérations de recherche et de sauvetage des véhicules spatiaux habités. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",Plan d’allotissement de fréquences de l’Appendice 27 du RR Fréquences 5 680 kHz : peut être utilisée par les stations du service mobile maritime qui participent à des opérations de recherche et de sauvetage coordonnées (cf. no 5.115 du RR). Possibilité d’utilisation pour les opérations de recherche et de sauvetage des véhicules spatiaux habités (cf.no 5.111 du RR).
KHz,5480-5680-KHz,MOBILE AÉRONAUTIQUE(R),,,5.115,"Les fréquences porteuses (fréquences de référence) 3 023 kHz et 5 680 kHz peuvent, de plus, être utilisées par les stations du service mobile maritime qui participent à des opérations de recherche et de sauvetage coordonnées, dans les conditions prévues dans l'Article 31. (CMR-07)",Plan d’allotissement de fréquences de l’Appendice 27 du RR Fréquences 5 680 kHz : peut être utilisée par les stations du service mobile maritime qui participent à des opérations de recherche et de sauvetage coordonnées (cf. no 5.115 du RR). Possibilité d’utilisation pour les opérations de recherche et de sauvetage des véhicules spatiaux habités (cf.no 5.111 du RR).
KHz,5680-5730-KHz,MOBILE AÉRONAUTIQUE(OR),,,5.111,"Les fréquences porteuses 2 182 kHz, 3 023 kHz, 5 680 kHz et 8 364 kHz, ainsi que les fréquences 121,5 MHz, 156,525 MHz, 156,8 MHz et 243 MHz peuvent, de plus, être utilisées, conformément aux procédures en vigueur pour les services de radiocommunication de Terre, pour les opérations de recherche et de sauvetage des véhicules spatiaux habités. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",Dispositions et Plan associé d'allotissement de fréquences de l’Appendice 26 du RR. Fréquences 5 680 kHz : peut être utilisée par les stations du service mobile maritime qui participent à des opérations de recherche et de sauvetage coordonnées (cf. no 5.115 du RR). Possibilité d’utilisation pour les opérations de recherche et de sauvetage des véhicules spatiaux habités (cf.no 5.111 du RR).
KHz,5680-5730-KHz,MOBILE AÉRONAUTIQUE(OR),,,5.115,"Les fréquences porteuses (fréquences de référence) 3 023 kHz et 5 680 kHz peuvent, de plus, être utilisées par les stations du service mobile maritime qui participent à des opérations de recherche et de sauvetage coordonnées, dans les conditions prévues dans l'Article 31. (CMR-07)",Dispositions et Plan associé d'allotissement de fréquences de l’Appendice 26 du RR. Fréquences 5 680 kHz : peut être utilisée par les stations du service mobile maritime qui participent à des opérations de recherche et de sauvetage coordonnées (cf. no 5.115 du RR). Possibilité d’utilisation pour les opérations de recherche et de sauvetage des véhicules spatiaux habités (cf.no 5.111 du RR).
KHz,5730-5900-KHz,FIXE,,,,,
KHz,5730-5900-KHz,MOBILE TERRESTRE,,,,,
KHz,5900-5950-KHz,RADIODIFFUSION,,,,,Application de la procédure définie dans l'Article 12 (Cf. no 5.134 du RR)
KHz,5950-6200-KHz,RADIODIFFUSION,,,,,
KHz,6200-6525-KHz,MOBILE MARITIME,5.109,"Les fréquences 2 187,5 kHz, 4 207,5 kHz, 6 312 kHz, 8 414,5 kHz, 12 577 kHz et 16 804,5 kHz sont des fréquences internationales de détresse pour l'appel sélectif numérique. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",,,Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR 6 268 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (Cf. no 5.110 du RR). 6 312 kHz : Fréquence internationale de détresse pour l'appel sélectif numérique. (cf. no 5.109 du RR).
KHz,6200-6525-KHz,MOBILE MARITIME,5.110,"Les fréquences 2 174,5 kHz, 4 177,5 kHz, 6 268 kHz, 8 376,5 kHz, 12 520 kHz et 16 695 kHz sont des fréquences internationales de détresse pour la télégraphie à impression directe à bande étroite. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",,,Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR 6 268 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (Cf. no 5.110 du RR). 6 312 kHz : Fréquence internationale de détresse pour l'appel sélectif numérique. (cf. no 5.109 du RR).
KHz,6200-6525-KHz,MOBILE MARITIME,5.130,Les conditions d'emploi des fréquences porteuses 4 125 kHz et 6 215 kHz sont fixées dans les Articles 31 et 52. (CMR-07),,,Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR 6 268 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (Cf. no 5.110 du RR). 6 312 kHz : Fréquence internationale de détresse pour l'appel sélectif numérique. (cf. no 5.109 du RR).
KHz,6200-6525-KHz,MOBILE MARITIME,5.132,"Les fréquences 4 210 kHz, 6 314 kHz, 8 416,5 kHz, 12 579 kHz, 16 806,5 kHz, 19 680,5 kHz, 22 376 kHz et 26 100,5 kHz sont les fréquences internationales pour la diffusion de renseignements relatifs à la sécurité maritime (MSI) (voir l'Appendice 17 RR vol I).",,,Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR 6 268 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (Cf. no 5.110 du RR). 6 312 kHz : Fréquence internationale de détresse pour l'appel sélectif numérique. (cf. no 5.109 du RR).
KHz,6200-6525-KHz,MOBILE MARITIME,5.137,"A condition qu'aucun brouillage préjudiciable ne soit causé au service mobile maritime, les bandes 6 200-6 213,5 kHz et 6 220,5-6 525 kHz peuvent être utilisées exceptionnellement par des stations du service fixe, d'une puissance moyenne ne dépassant pas 50 W, communiquant seulement à l'intérieur des frontières nationales. Lors de la notification de ces fréquences, l'attention du Bureau sera attirée sur ces dispositions.",,,Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR 6 268 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (Cf. no 5.110 du RR). 6 312 kHz : Fréquence internationale de détresse pour l'appel sélectif numérique. (cf. no 5.109 du RR).
KHz,6525-6685-KHz,MOBILE AÉRONAUTIQUE(R),,,,,Plan d’allotissement de fréquences de l’Appendice 27 du RR
KHz,6685-6765-KHz,MOBILE AÉRONAUTIQUE(OR),,,,,Dispositions et Plan associé d'allotissement de fréquences de l’Appendice 26 du RR.
KHz,6765-6900-KHz,FIXE,,,5.138,Les bandes suivantes:,Applications SRD inductives (6765-6795 kHz). Cf Rec. UIT-R SM 1896 et Rapport UIT-R SM 2153. Bande ISM. Fréquence centrale : 6 780 kHz (Cf. no 5.138 du RR)
KHz,6765-6900-KHz,MOBILE sauf mobile aéronautique (R),,,5.138,Les bandes suivantes:,Applications SRD inductives (6765-6795 kHz). Cf Rec. UIT-R SM 1896 et Rapport UIT-R SM 2153. Bande ISM. Fréquence centrale : 6 780 kHz (Cf. no 5.138 du RR)
KHz,6900-7000-KHz,FIXE,,,5.138,Les bandes suivantes:,
KHz,6900-7000-KHz,MOBILE sauf mobile aéronautique (R),,,5.138,Les bandes suivantes:,
KHz,CÔTE D’IVOIRE-KHz,CÔTE D’IVOIRE,,,,,OBSERVATIONS
KHz,BANDES-KHz,SERVICES,,,,,OBSERVATIONS
KHz,7000-7100-KHz,AMATEUR,,,,,
KHz,7000-7100-KHz,AMATEUR PAR SATELLITE,,,,,
KHz,7100-7200-KHz,AMATEUR,,,,,
KHz,7200-7300-KHz,RADIODIFFUSION,,,,,
KHz,7300-7400-KHz,FIXE,,,5.143B,"Dans la Région 1, la bande 7 350-7 450 kHz est attribuée, jusqu'au 29 mars 2009, au service fixe à titre primaire et au service mobile terrestre à titre secondaire. Après le 29 mars 2009, les fréquences de cette bande pourront être utilisées par les stations des services susmentionnés, pour communiquer uniquement à l'intérieur des frontières du pays dans lequel elles sont situées, à condition que des brouillages préjudiciables ne soient pas causés au service de radiodiffusion, la puissance totale rayonnée par chaque station ne devant pas dépasser 24 dBW. (CMR12)",Application de la procédure définie dans l'Article 12 (Cf. no 5.134 du RR) Possibilité d’utilisation des fréquences de la bande 7 350-7 450 kHz par les stations des services fixe et mobile terrestre pour communiquer uniquement à l'intérieur des frontières du pays dans lequel elles sont situées (Cf. no 5.143B du RR).
KHz,7300-7400-KHz,RADIODIFFUSION,5.134,"L'utilisation des bandes 5 900-5 950 kHz, 7 300-7 350 kHz, 9 400-9 500 kHz, 11 600-11 650 kHz, 12 050-12 100 kHz, 13 570-13 600 kHz, 13 800-13 870 kHz, 15 600-15 800 kHz, 17 480-17 550 kHz et 18 900- 19 020 kHz par le service de radiodiffusion est soumise à l'application de la procédure définie dans l'Article 12. Les administrations sont encouragées à utiliser ces bandes pour faciliter la mise en œuvre d'émissions à modulation numérique conformément aux dispositions de la Résolution 517 (Rév.CMR-07). (CMR-07)",5.143B,"Dans la Région 1, la bande 7 350-7 450 kHz est attribuée, jusqu'au 29 mars 2009, au service fixe à titre primaire et au service mobile terrestre à titre secondaire. Après le 29 mars 2009, les fréquences de cette bande pourront être utilisées par les stations des services susmentionnés, pour communiquer uniquement à l'intérieur des frontières du pays dans lequel elles sont situées, à condition que des brouillages préjudiciables ne soient pas causés au service de radiodiffusion, la puissance totale rayonnée par chaque station ne devant pas dépasser 24 dBW. (CMR12)",Application de la procédure définie dans l'Article 12 (Cf. no 5.134 du RR) Possibilité d’utilisation des fréquences de la bande 7 350-7 450 kHz par les stations des services fixe et mobile terrestre pour communiquer uniquement à l'intérieur des frontières du pays dans lequel elles sont situées (Cf. no 5.143B du RR).
KHz,7300-7400-KHz,Mobile terrestre,,,5.143B,"Dans la Région 1, la bande 7 350-7 450 kHz est attribuée, jusqu'au 29 mars 2009, au service fixe à titre primaire et au service mobile terrestre à titre secondaire. Après le 29 mars 2009, les fréquences de cette bande pourront être utilisées par les stations des services susmentionnés, pour communiquer uniquement à l'intérieur des frontières du pays dans lequel elles sont situées, à condition que des brouillages préjudiciables ne soient pas causés au service de radiodiffusion, la puissance totale rayonnée par chaque station ne devant pas dépasser 24 dBW. (CMR12)",Application de la procédure définie dans l'Article 12 (Cf. no 5.134 du RR) Possibilité d’utilisation des fréquences de la bande 7 350-7 450 kHz par les stations des services fixe et mobile terrestre pour communiquer uniquement à l'intérieur des frontières du pays dans lequel elles sont situées (Cf. no 5.143B du RR).
KHz,7400-7450-KHz,FIXE,,,,,Possibilité d’utilisation des fréquences de la bande 7 350-7 450 kHz par les stations des services fixe et mobile terrestre pour communiquer uniquement à l'intérieur des frontières du pays dans lequel elles sont situées (Cf. no 5.143B du RR).
KHz,7400-7450-KHz,RADIODIFFUSION,5.143B,"Dans la Région 1, la bande 7 350-7 450 kHz est attribuée, jusqu'au 29 mars 2009, au service fixe à titre primaire et au service mobile terrestre à titre secondaire. Après le 29 mars 2009, les fréquences de cette bande pourront être utilisées par les stations des services susmentionnés, pour communiquer uniquement à l'intérieur des frontières du pays dans lequel elles sont situées, à condition que des brouillages préjudiciables ne soient pas causés au service de radiodiffusion, la puissance totale rayonnée par chaque station ne devant pas dépasser 24 dBW. (CMR12)",,,Possibilité d’utilisation des fréquences de la bande 7 350-7 450 kHz par les stations des services fixe et mobile terrestre pour communiquer uniquement à l'intérieur des frontières du pays dans lequel elles sont situées (Cf. no 5.143B du RR).
KHz,7400-7450-KHz,Mobile terrestre,,,,,Possibilité d’utilisation des fréquences de la bande 7 350-7 450 kHz par les stations des services fixe et mobile terrestre pour communiquer uniquement à l'intérieur des frontières du pays dans lequel elles sont situées (Cf. no 5.143B du RR).
KHz,COTE D’IVOIRE-KHz,COTE D’IVOIRE,,,,,OBSERVATIONS
KHz,BANDES-KHz,SERVICES,,,,,OBSERVATIONS
KHz,7450-8100-KHz,FIXE,,,,,
KHz,7450-8100-KHz,MOBILE sauf mobile aéronautique (R),,,,,
KHz,8100-8195-KHz,FIXE,,,,,
KHz,8100-8195-KHz,MOBILE MARITIME,,,,,
KHz,8195-8815-KHz,MOBILE MARITIME,5.109,"Les fréquences 2 187,5 kHz, 4 207,5 kHz, 6 312 kHz, 8 414,5 kHz, 12 577 kHz et 16 804,5 kHz sont des fréquences internationales de détresse pour l'appel sélectif numérique. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",5.111,"Les fréquences porteuses 2 182 kHz, 3 023 kHz, 5 680 kHz et 8 364 kHz, ainsi que les fréquences 121,5 MHz, 156,525 MHz, 156,8 MHz et 243 MHz peuvent, de plus, être utilisées, conformément aux procédures en vigueur pour les services de radiocommunication de Terre, pour les opérations de recherche et de sauvetage des véhicules spatiaux habités. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR Dispositions et Plan associé d'allotissement de fréquences aux stations côtières radiotéléphoniques selon l’Appendice 25 du RR 8 364 kHz : Possibilité d’utiliser la fréquence pour les opérations de recherche et de sauvetage des véhicules spatiaux habités (cf. no5.111). 8 376.5 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (Cf. no 5.110 et Ap 17 du RR). Application de l’Art.31 du RR. 8 414.5kHz : fréquences internationales de détresse pour l'appel sélectif numérique (Cf. no 109). Application de l’Art.31 du RR. 8 416.5 kHz : Fréquence d'émission d'informations sur la sécurité en haute mer par la télégraphie à impression directe à bande étroite (NBDP). (Cf. Appendice 17)
KHz,8195-8815-KHz,,5.110,"Les fréquences 2 174,5 kHz, 4 177,5 kHz, 6 268 kHz, 8 376,5 kHz, 12 520 kHz et 16 695 kHz sont des fréquences internationales de détresse pour la télégraphie à impression directe à bande étroite. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",5.111,"Les fréquences porteuses 2 182 kHz, 3 023 kHz, 5 680 kHz et 8 364 kHz, ainsi que les fréquences 121,5 MHz, 156,525 MHz, 156,8 MHz et 243 MHz peuvent, de plus, être utilisées, conformément aux procédures en vigueur pour les services de radiocommunication de Terre, pour les opérations de recherche et de sauvetage des véhicules spatiaux habités. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR Dispositions et Plan associé d'allotissement de fréquences aux stations côtières radiotéléphoniques selon l’Appendice 25 du RR 8 364 kHz : Possibilité d’utiliser la fréquence pour les opérations de recherche et de sauvetage des véhicules spatiaux habités (cf. no5.111). 8 376.5 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (Cf. no 5.110 et Ap 17 du RR). Application de l’Art.31 du RR. 8 414.5kHz : fréquences internationales de détresse pour l'appel sélectif numérique (Cf. no 109). Application de l’Art.31 du RR. 8 416.5 kHz : Fréquence d'émission d'informations sur la sécurité en haute mer par la télégraphie à impression directe à bande étroite (NBDP). (Cf. Appendice 17)
KHz,8195-8815-KHz,,5.132,"Les fréquences 4 210 kHz, 6 314 kHz, 8 416,5 kHz, 12 579 kHz, 16 806,5 kHz, 19 680,5 kHz, 22 376 kHz et 26 100,5 kHz sont les fréquences internationales pour la diffusion de renseignements relatifs à la sécurité maritime (MSI) (voir l'Appendice 17 RR vol I).",,,Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR Dispositions et Plan associé d'allotissement de fréquences aux stations côtières radiotéléphoniques selon l’Appendice 25 du RR 8 364 kHz : Possibilité d’utiliser la fréquence pour les opérations de recherche et de sauvetage des véhicules spatiaux habités (cf. no5.111). 8 376.5 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (Cf. no 5.110 et Ap 17 du RR). Application de l’Art.31 du RR. 8 414.5kHz : fréquences internationales de détresse pour l'appel sélectif numérique (Cf. no 109). Application de l’Art.31 du RR. 8 416.5 kHz : Fréquence d'émission d'informations sur la sécurité en haute mer par la télégraphie à impression directe à bande étroite (NBDP). (Cf. Appendice 17)
